,SGX: Turnover: Shares: Total,Foreign Exchange Market: SGD: Total Turnover
Region,Singapore,Singapore
Subnational,,
Frequency,"Daily, ""5 observation""",Monthly
Unit,Share mn,SGD mn
Source,The Business Times,Monetary Authority of Singapore
Status,Active,Active
Series ID,35960701 (SDIGA),471805317 (SZOADDABEAAANS)
SR Code,SR763792,SR154104557
Trade Code,,
Mnemonic,,
Function Description,,
First Obs. Date,08/31/1998,07/01/2021
Last Obs. Date,03/30/2026,02/01/2026
Last Update Time,31/03/2026,31/03/2026
Series Remarks,,
Suggestions,,
01/24/2020,1099.89,
01/28/2020,2472.304,
01/29/2020,1661.816,
01/30/2020,2390.64,
01/31/2020,1980.083,
02/03/2020,1946.067,
02/04/2020,1753.292,
02/05/2020,1936.618,
02/06/2020,1997.344,
02/07/2020,1677.933,
02/10/2020,1581.552,
02/11/2020,1490.738,
02/12/2020,1889.732,
02/13/2020,1486.449,
02/14/2020,1339.503,
02/17/2020,1606.529,
02/18/2020,1432.422,
02/19/2020,1689.169,
02/20/2020,1631.48,
02/21/2020,1607.272,
02/24/2020,1785.942,
02/25/2020,1607.249,
02/26/2020,1505.412,
02/27/2020,1808.504,
02/28/2020,4046.225,
03/02/2020,1589.233,
03/03/2020,1763.174,
03/04/2020,1618.949,
03/05/2020,1722.727,
03/06/2020,1375.261,
03/09/2020,2166.673,
03/10/2020,1824.486,
03/11/2020,1918.525,
03/12/2020,1916.013,
03/13/2020,2841.772,
03/16/2020,2104.686,
03/17/2020,1734.657,
03/18/2020,2609.846,
03/19/2020,2052,
03/20/2020,1996.93,
03/23/2020,1395.044,
03/24/2020,1478.223,
03/25/2020,1808.748,
03/26/2020,1353.777,
03/27/2020,1325.016,
03/30/2020,1192.126,
03/31/2020,1316.234,
04/01/2020,1220.04,
04/02/2020,1423.553,
04/03/2020,1534.158,
04/06/2020,1429.837,
04/07/2020,1710.595,
04/08/2020,1427.115,
04/09/2020,1665.632,
04/13/2020,776.486,
04/14/2020,1649.235,
04/15/2020,1335.998,
04/16/2020,1167.434,
04/17/2020,1537.55,
04/20/2020,1114.269,
04/21/2020,1534.692,
04/22/2020,2292.844,
04/23/2020,2153.745,
04/24/2020,1197.645,
04/27/2020,1245.505,
04/28/2020,1307.666,
04/29/2020,1271.513,
04/30/2020,1568.803,
05/04/2020,1289.296,
05/05/2020,1033.093,
05/06/2020,1353.759,
05/08/2020,1577.597,
05/11/2020,1408.357,
05/12/2020,1427.935,
05/13/2020,2187.47,
05/14/2020,1727.902,
05/15/2020,1761.538,
05/18/2020,1652.816,
05/19/2020,1790.894,
05/20/2020,1478.427,
05/21/2020,1477.449,
05/22/2020,1762.138,
05/26/2020,1152.565,
05/27/2020,1486.229,
05/28/2020,1706.384,
05/29/2020,2991.578,
06/01/2020,2170.824,
06/02/2020,1981.107,
06/03/2020,1916.716,
06/04/2020,1616.823,
06/05/2020,1478.349,
06/08/2020,2142.075,
06/09/2020,2306.287,
06/10/2020,1618.519,
06/11/2020,1921.384,
06/12/2020,1720.949,
06/15/2020,1699.457,
06/16/2020,1587.012,
06/17/2020,1422.693,
06/18/2020,1400.731,
06/19/2020,1789.722,
06/22/2020,1205.666,
06/23/2020,1549.148,
06/24/2020,1691.998,
06/25/2020,1474.21,
06/26/2020,5444.873,
06/29/2020,2476.086,
06/30/2020,2327.685,
07/01/2020,1688.513,
07/02/2020,1814.078,
07/03/2020,1746.995,
07/06/2020,1847.826,
07/07/2020,2262.707,
07/08/2020,2262.707,
07/09/2020,2558.358,
07/13/2020,2067.585,
07/14/2020,1711.274,
07/15/2020,1603.866,
07/16/2020,1483.062,
07/17/2020,1579.822,
07/20/2020,1434.005,
07/21/2020,1781.602,
07/22/2020,1533.244,
07/23/2020,1368.92,
07/24/2020,1188.045,
07/27/2020,1443.9,
07/28/2020,1611.728,
07/29/2020,1327.977,
07/30/2020,1977.231,
08/03/2020,1537.279,
08/04/2020,1411.58,
08/05/2020,1629.204,
08/06/2020,1619.836,
08/07/2020,1510.831,
08/11/2020,1650.694,
08/12/2020,1616.394,
08/13/2020,2339.695,
08/14/2020,2291.334,
08/17/2020,1783.881,
08/18/2020,1531.306,
08/19/2020,1842.708,
08/20/2020,1701.764,
08/21/2020,1909.42,
08/24/2020,2370.131,
08/25/2020,2966.197,
08/26/2020,2521.362,
08/27/2020,2522.019,
08/28/2020,2396.686,
08/31/2020,2132.562,
09/01/2020,1790.893,
09/02/2020,1655.311,
09/03/2020,1890.544,
09/04/2020,1628.73,
09/07/2020,1308.935,
09/08/2020,1290.031,
09/09/2020,1457.653,
09/10/2020,1578.414,
09/11/2020,1232.292,
09/14/2020,1144.78,
09/15/2020,1344.942,
09/16/2020,1473.857,
09/17/2020,1322.578,
09/18/2020,1730.176,
09/21/2020,1365.615,
09/22/2020,1282.651,
09/23/2020,1302.13,
09/24/2020,1323.327,
09/25/2020,1245.111,
09/28/2020,910.557,
09/29/2020,1213.676,
09/30/2020,1499.638,
10/01/2020,1088.873,
10/02/2020,941.467,
10/05/2020,1080.071,
10/06/2020,958.201,
10/07/2020,1008.985,
10/08/2020,969.833,
10/09/2020,1063.419,
10/12/2020,1394.513,
10/13/2020,1424.48,
10/14/2020,1517.35,
10/15/2020,1267.862,
10/16/2020,1067.549,
10/19/2020,1582.124,
10/20/2020,1989.122,
10/21/2020,1308.047,
10/22/2020,1322.766,
10/23/2020,1245.211,
10/26/2020,1264.393,
10/27/2020,1157.423,
10/28/2020,1321.861,
10/29/2020,1186.655,
10/30/2020,1707.211,
11/02/2020,1206.675,
11/03/2020,1511.803,
11/04/2020,1806.721,
11/05/2020,1819.417,
11/06/2020,1579.6,
11/09/2020,1734.452,
11/10/2020,2787.843,
11/11/2020,2394.916,
11/12/2020,2532.324,
11/13/2020,1639.19,
11/16/2020,2347.763,
11/17/2020,3198.181,
11/18/2020,2086.812,
11/19/2020,1753.078,
11/20/2020,2772.816,
11/23/2020,5184.835,
11/24/2020,3970.051,
11/25/2020,3292.185,
11/26/2020,1866.549,
11/27/2020,1664.273,
11/30/2020,2885.296,
12/01/2020,2343.863,
12/02/2020,2539.213,
12/03/2020,1599.43,
12/04/2020,1808.925,
12/07/2020,2320.911,
12/08/2020,1580.694,
12/09/2020,1548.676,
12/10/2020,1930.196,
12/11/2020,1678.062,
12/14/2020,2163.948,
12/15/2020,2171.343,
12/16/2020,2282.917,
12/17/2020,2031.171,
12/18/2020,1757.194,
12/21/2020,1332.217,
12/22/2020,1629.02,
12/23/2020,1250.326,
12/24/2020,855.122,
12/28/2020,1441.379,
12/29/2020,1552.864,
12/30/2020,1528.081,
12/31/2020,652.137,
01/04/2021,1670.887,
01/05/2021,1477.109,
01/06/2021,2341.497,
01/07/2021,2363.195,
01/08/2021,2528.48,
01/11/2021,2357.126,
01/12/2021,2091.16,
01/13/2021,2490.919,
01/14/2021,2513.029,
01/15/2021,4179.166,
01/18/2021,2728.99,
01/19/2021,2916.195,
01/20/2021,3457.641,
01/21/2021,3725.479,
01/22/2021,2897.565,
01/25/2021,3423.038,
01/26/2021,3729.914,
01/27/2021,3380.545,
01/28/2021,3293.634,
01/29/2021,2808.507,
02/01/2021,2215.015,
02/02/2021,2698.011,
02/03/2021,2336.63,
02/04/2021,2322.771,
02/05/2021,1758.709,
02/08/2021,2015.86,
02/09/2021,2369.889,
02/10/2021,2264.522,
02/11/2021,1205.224,
02/15/2021,2487.796,
02/16/2021,2682.957,
02/17/2021,1977.754,
02/18/2021,3058.24,
02/19/2021,2784.11,
02/22/2021,3189.057,
02/23/2021,2865.662,
02/24/2021,2360.593,
02/25/2021,2139.436,
02/26/2021,2711.177,
03/01/2021,2272.358,
03/02/2021,2730.799,
03/03/2021,3201.787,
03/04/2021,3085.432,
03/05/2021,2415.592,
03/08/2021,2041.65,
03/09/2021,2475.416,
03/10/2021,2883.861,
03/11/2021,2361.728,
03/12/2021,2657.521,
03/15/2021,2141.67,
03/16/2021,2433.35,
03/17/2021,2270.203,
03/18/2021,2944.007,
03/19/2021,2536.16,
03/22/2021,1833.934,
03/23/2021,1978.305,
03/24/2021,1882.566,
03/25/2021,1603.129,
03/26/2021,1952.064,
03/29/2021,1738.693,
03/30/2021,1933.317,
03/31/2021,1707.262,
04/01/2021,2337.756,
04/05/2021,2585.019,
04/06/2021,1971.757,
04/07/2021,1916.741,
04/08/2021,1627.976,
04/09/2021,1682.09,
04/12/2021,2097.96,
04/13/2021,2076.791,
04/14/2021,1522.545,
04/15/2021,1555.875,
04/16/2021,1561.571,
04/19/2021,2448.918,
04/20/2021,1605.887,
04/21/2021,1757.658,
04/22/2021,1406.538,
04/23/2021,1165.997,
04/26/2021,1664.8,
04/27/2021,1892.493,
04/28/2021,1656.148,
04/29/2021,2009.168,
04/30/2021,1641.662,
05/03/2021,1693.478,
05/04/2021,1223.472,
05/05/2021,1591.319,
05/06/2021,1783.392,
05/07/2021,1998.428,
05/10/2021,2112.235,
05/11/2021,2156.19,
05/12/2021,1534.527,
05/14/2021,3487.465,
05/17/2021,1775.78,
05/18/2021,2165.312,
05/19/2021,1400.123,
05/20/2021,1498.863,
05/21/2021,1300.793,
05/24/2021,1396.541,
05/25/2021,1923.92,
05/27/2021,2587.8,
05/28/2021,1849.397,
05/31/2021,1598.183,
06/01/2021,1843.461,
06/02/2021,2308.036,
06/03/2021,2361.712,
06/04/2021,2269.167,
06/07/2021,2695.117,
06/08/2021,2440.216,
06/09/2021,1918.188,
06/10/2021,1926.455,
06/11/2021,2018.213,
06/14/2021,2132.346,
06/15/2021,2387.934,
06/16/2021,1981.869,
06/17/2021,1655.349,
06/18/2021,2095.398,
06/21/2021,1757.351,
06/22/2021,1730.965,
06/23/2021,1556.831,
06/24/2021,1475.63,
06/25/2021,2372.73,
06/28/2021,1567.102,
06/29/2021,1732.529,
06/30/2021,1880.686,
07/01/2021,1325.506,24785290
07/02/2021,1729.928,
07/05/2021,1889.002,
07/06/2021,1837.595,
07/07/2021,1489.67,
07/08/2021,1682.369,
07/09/2021,1292.978,
07/12/2021,1255.781,
07/13/2021,1604.194,
07/14/2021,1573.093,
07/15/2021,1412.815,
07/16/2021,1327.037,
07/19/2021,1409.875,
07/21/2021,1738.766,
07/22/2021,1298.158,
07/23/2021,1304.97,
07/26/2021,1410.832,
07/27/2021,1821.486,
07/28/2021,1326.07,
07/29/2021,1476.955,
07/30/2021,1815.134,
08/01/2021,,24149679
08/02/2021,1485.049,
08/03/2021,1572.535,
08/04/2021,1661.512,
08/05/2021,1373.209,
08/06/2021,1405.306,
08/10/2021,1720.057,
08/11/2021,1300.346,
08/12/2021,1535.191,
08/13/2021,1461.512,
08/16/2021,1716.142,
08/17/2021,1549.102,
08/18/2021,1335.908,
08/19/2021,1756.047,
08/20/2021,1341.499,
08/23/2021,1320.03,
08/24/2021,1198.17,
08/25/2021,1457.165,
08/26/2021,1383.187,
08/27/2021,1054.54,
08/30/2021,1304.095,
08/31/2021,2202.999,
09/01/2021,1584.198,24758052
09/02/2021,1963.581,
09/03/2021,2011.652,
09/06/2021,1836.785,
09/07/2021,1759.173,
09/08/2021,1829.793,
09/09/2021,1487.242,
09/10/2021,1328.094,
09/13/2021,1369.329,
09/14/2021,1471.381,
09/15/2021,1424.441,
09/16/2021,1748.974,
09/17/2021,2849.511,
09/20/2021,1902.356,
09/21/2021,1463.722,
09/22/2021,1609.415,
09/23/2021,1567.415,
09/24/2021,1381.696,
09/27/2021,1299.157,
09/28/2021,1814.865,
09/29/2021,1963.448,
09/30/2021,1438.144,
10/01/2021,981.587,24921462
10/04/2021,1457.895,
10/05/2021,1977.978,
10/06/2021,2027.404,
10/07/2021,1407.984,
10/08/2021,1508.74,
10/11/2021,2164.724,
10/12/2021,1616.322,
10/13/2021,1483.95,
10/14/2021,1087.356,
10/15/2021,1814.162,
10/18/2021,2002.624,
10/19/2021,1814.717,
10/20/2021,1862.155,
10/21/2021,1890.61,
10/22/2021,1422.565,
10/25/2021,1407.669,
10/26/2021,1733.797,
10/27/2021,1807.966,
10/28/2021,1919.088,
10/29/2021,1757.928,
11/01/2021,1776.704,25376418
11/02/2021,1570.803,
11/03/2021,1550.261,
11/05/2021,1405.713,
11/08/2021,1389.859,
11/09/2021,2868.78,
11/10/2021,2023.34,
11/11/2021,1401.066,
11/12/2021,2249.97,
11/15/2021,1871.602,
11/16/2021,1566.88,
11/17/2021,1686.161,
11/18/2021,1876.302,
11/19/2021,1680.109,
11/22/2021,1718.286,
11/23/2021,1876.349,
11/24/2021,1630.08,
11/25/2021,1333.412,
11/26/2021,1977.474,
11/29/2021,1746.775,
11/30/2021,3204.114,
12/01/2021,1321.05,25115041
12/02/2021,1151.394,
12/03/2021,1035.127,
12/06/2021,1369.711,
12/07/2021,1252.756,
12/08/2021,1100.242,
12/09/2021,1292.04,
12/10/2021,1857.588,
12/13/2021,1692.859,
12/14/2021,1146.866,
12/15/2021,874.784,
12/16/2021,927.299,
12/17/2021,1202.397,
12/20/2021,1130.22,
12/21/2021,869.375,
12/22/2021,835.091,
12/23/2021,869.947,
12/24/2021,496.086,
12/27/2021,859.342,
12/28/2021,970.499,
12/29/2021,863.042,
12/30/2021,788.169,
12/31/2021,483.958,
01/01/2022,,26008721
01/03/2022,1165.66,
01/04/2022,1595.331,
01/05/2022,1291.123,
01/06/2022,1561.467,
01/07/2022,1302.183,
01/10/2022,1281.985,
01/11/2022,1118.255,
01/12/2022,1080.035,
01/13/2022,1178.717,
01/14/2022,948.595,
01/17/2022,1124.609,
01/18/2022,1114.777,
01/19/2022,1330.848,
01/20/2022,1025.428,
01/21/2022,1026.927,
01/24/2022,950.65,
01/25/2022,1539.801,
01/26/2022,1202.692,
01/27/2022,1343.091,
01/28/2022,1110.961,
01/31/2022,756.752,
02/01/2022,,25146345
02/03/2022,1198.852,
02/04/2022,1629.348,
02/07/2022,1824.698,
02/08/2022,1533.319,
02/09/2022,1477.939,
02/10/2022,1428.477,
02/11/2022,1225.149,
02/14/2022,1607.279,
02/15/2022,1231.631,
02/16/2022,1119.051,
02/17/2022,1229.57,
02/18/2022,1245.888,
02/21/2022,811.454,
02/22/2022,1440.328,
02/23/2022,1415.574,
02/24/2022,2609.48,
02/25/2022,1495.442,
02/28/2022,1709.389,
03/01/2022,1292.932,30301087
03/02/2022,1600.271,
03/03/2022,2347.171,
03/04/2022,1689.349,
03/07/2022,2182.644,
03/08/2022,1919.608,
03/09/2022,1591.958,
03/10/2022,1426.18,
03/11/2022,1203.93,
03/14/2022,1373.629,
03/15/2022,1658.02,
03/16/2022,1581.889,
03/17/2022,1449.22,
03/18/2022,1842.184,
03/21/2022,1722.443,
03/22/2022,1548.735,
03/23/2022,1566.273,
03/24/2022,1848.465,
03/25/2022,1595.245,
03/28/2022,1817.257,
03/29/2022,1715.781,
03/30/2022,1382.096,
03/31/2022,1477.412,
04/01/2022,1272.217,28123520
04/04/2022,1333.239,
04/05/2022,1023.428,
04/06/2022,1376.717,
04/07/2022,1307.402,
04/08/2022,1299.081,
04/11/2022,1726.976,
04/12/2022,1541.869,
04/13/2022,1950.953,
04/14/2022,2176.939,
04/18/2022,1082.466,
04/19/2022,2008.656,
04/20/2022,2086.43,
04/21/2022,1486.537,
04/22/2022,1641.514,
04/25/2022,1558.585,
04/26/2022,1961.425,
04/27/2022,1509.09,
04/28/2022,2800.34,
04/29/2022,1761.495,
05/01/2022,,27338341
05/04/2022,1621.045,
05/05/2022,2037.368,
05/06/2022,1586.717,
05/09/2022,1294.071,
05/10/2022,1650.622,
05/11/2022,1474.606,
05/12/2022,2073.078,
05/13/2022,1451.201,
05/17/2022,1691.752,
05/18/2022,1604.14,
05/19/2022,1418.967,
05/20/2022,1807.078,
05/23/2022,1597.955,
05/24/2022,1624.518,
05/25/2022,1344.619,
05/26/2022,1771.106,
05/27/2022,1353.773,
05/30/2022,1696.317,
05/31/2022,2215.854,
06/01/2022,1275.588,27878361
06/02/2022,1186.965,
06/03/2022,1445.113,
06/06/2022,1812.581,
06/07/2022,1847.499,
06/08/2022,2019.35,
06/09/2022,1840.747,
06/10/2022,1024.153,
06/13/2022,1639.077,
06/14/2022,1652.874,
06/15/2022,1640.768,
06/16/2022,1736.439,
06/17/2022,2148.172,
06/20/2022,1010.59,
06/21/2022,1267.955,
06/22/2022,1411.121,
06/23/2022,1164.057,
06/24/2022,1091.31,
06/27/2022,1285.783,
06/28/2022,1297.513,
06/29/2022,1150.763,
06/30/2022,1123.531,
07/01/2022,704.011,26074421
07/04/2022,952.031,
07/05/2022,977.861,
07/06/2022,1289.487,
07/07/2022,1219.07,
07/08/2022,1019.365,
07/12/2022,971.602,
07/13/2022,1084.064,
07/14/2022,980.828,
07/15/2022,1040.651,
07/18/2022,827.411,
07/19/2022,727.724,
07/20/2022,959.825,
07/21/2022,794.417,
07/22/2022,1235.301,
07/25/2022,967.978,
07/26/2022,999.309,
07/27/2022,1099.166,
07/28/2022,1095.223,
07/29/2022,1269.102,
08/01/2022,1234.962,29645124
08/02/2022,1392.131,
08/03/2022,1204.301,
08/04/2022,1286.196,
08/05/2022,1616.75,
08/08/2022,1046.61,
08/10/2022,1368.585,
08/11/2022,1418.204,
08/12/2022,1418.204,
08/15/2022,1607.375,
08/16/2022,1597.128,
08/17/2022,1193.066,
08/18/2022,1148.084,
08/19/2022,1294.918,
08/22/2022,1301.004,
08/23/2022,1568.211,
08/24/2022,1383.618,
08/25/2022,1517.284,
08/26/2022,1658.598,
08/29/2022,1331.753,
08/30/2022,1719.816,
08/31/2022,2053.756,
09/01/2022,1128.364,31105203
09/02/2022,1395.897,
09/05/2022,1499.898,
09/06/2022,1845.351,
09/07/2022,1439.764,
09/08/2022,1321.194,
09/09/2022,1374.728,
09/12/2022,963.805,
09/13/2022,1232.292,
09/14/2022,1178.787,
09/15/2022,997.949,
09/16/2022,1705.555,
09/19/2022,1012.275,
09/20/2022,869.999,
09/21/2022,991.137,
09/22/2022,1005.938,
09/23/2022,1315.786,
09/26/2022,1541.42,
09/27/2022,1301.853,
09/28/2022,1625.348,
09/29/2022,1362.609,
09/30/2022,1494.763,
10/01/2022,,26698976
10/03/2022,1080.181,
10/04/2022,914.112,
10/05/2022,1649.67,
10/06/2022,1329.537,
10/07/2022,1444.659,
10/10/2022,1193.983,
10/11/2022,1380.418,
10/12/2022,1507.535,
10/13/2022,1558.184,
10/14/2022,1408.095,
10/17/2022,1755.102,
10/18/2022,1587.576,
10/19/2022,956.054,
10/20/2022,1598.586,
10/21/2022,1240.96,
10/25/2022,1491.106,
10/26/2022,1368.348,
10/27/2022,1545.389,
10/28/2022,1906.111,
10/31/2022,1805.99,
11/01/2022,2001.07,26720997
11/02/2022,1536.695,
11/03/2022,1294.466,
11/04/2022,1627.342,
11/07/2022,1599.804,
11/08/2022,1638.94,
11/09/2022,1597.803,
11/10/2022,1558.152,
11/11/2022,2114.533,
11/14/2022,2029.353,
11/15/2022,1870.521,
11/16/2022,1671.351,
11/17/2022,1351.424,
11/18/2022,1163.701,
11/21/2022,1711.35,
11/22/2022,1635.498,
11/23/2022,1117.072,
11/24/2022,1150.829,
11/25/2022,1283.57,
11/28/2022,992.909,
11/29/2022,1079.268,
11/30/2022,1540.281,
12/01/2022,1420.34,24771122
12/02/2022,1185.737,
12/05/2022,1511.207,
12/06/2022,1377.19,
12/07/2022,1509.327,
12/08/2022,1354.734,
12/09/2022,1292.633,
12/12/2022,1213.19,
12/13/2022,1053.278,
12/14/2022,1159.543,
12/15/2022,1302.492,
12/16/2022,1715.07,
12/19/2022,846.639,
12/20/2022,939.291,
12/21/2022,923.373,
12/22/2022,845.425,
12/23/2022,721.423,
12/27/2022,768.898,
12/28/2022,810.524,
12/29/2022,871.574,
12/30/2022,703.099,
01/01/2023,,24718606
01/03/2023,1016.098,
01/04/2023,1314.382,
01/05/2023,1148.427,
01/06/2023,1033.289,
01/09/2023,1079.771,
01/10/2023,981.052,
01/11/2023,1193.153,
01/12/2023,1117.223,
01/13/2023,837.463,
01/16/2023,837.173,
01/17/2023,721.747,
01/18/2023,814.778,
01/19/2023,904.515,
01/20/2023,1227.155,
01/25/2023,963.892,
01/26/2023,1384.68,
01/27/2023,1546.669,
01/30/2023,1263.145,
01/31/2023,1311.545,
02/01/2023,1285.732,25340655
02/02/2023,1569.71,
02/03/2023,2147.563,
02/06/2023,1238.997,
02/07/2023,1417.357,
02/08/2023,1165.502,
02/09/2023,1294.587,
02/10/2023,1194.763,
02/13/2023,1212.47,
02/14/2023,1213.759,
02/15/2023,1278.196,
02/16/2023,1322.183,
02/17/2023,1502.076,
02/20/2023,1663.701,
02/21/2023,1620.064,
02/22/2023,1735.911,
02/23/2023,1619.999,
02/24/2023,1362.275,
02/27/2023,1766.247,
02/28/2023,1526.893,
03/01/2023,4475.061,28857294
03/02/2023,2726.297,
03/03/2023,2547.743,
03/06/2023,2135.87,
03/07/2023,1940.371,
03/08/2023,1456.113,
03/09/2023,1737.041,
03/10/2023,1381.695,
03/13/2023,1666.481,
03/14/2023,1886.605,
03/15/2023,1478.797,
03/16/2023,1878.523,
03/17/2023,2270.534,
03/20/2023,1520.932,
03/21/2023,1326.736,
03/22/2023,1855.687,
03/23/2023,1617.316,
03/24/2023,2063.26,
03/27/2023,1591.807,
03/28/2023,1710.014,
03/29/2023,1745.332,
03/30/2023,2170.034,
03/31/2023,1997.328,
04/01/2023,,22881125
04/03/2023,2246.413,
04/04/2023,1963.017,
04/05/2023,1352.221,
04/06/2023,1218.363,
04/10/2023,998.454,
04/11/2023,1392.657,
04/12/2023,1205.207,
04/13/2023,1327.336,
04/14/2023,1293.266,
04/17/2023,1208.764,
04/18/2023,1016.268,
04/19/2023,1151.291,
04/20/2023,1951.458,
04/21/2023,1268.541,
04/24/2023,1230.024,
04/25/2023,1562.971,
04/26/2023,1267.14,
04/27/2023,1388.833,
04/28/2023,1824.138,
05/01/2023,,26752539
05/02/2023,2066.293,
05/03/2023,1351.583,
05/04/2023,1218.078,
05/05/2023,1327.686,
05/08/2023,1201.88,
05/09/2023,1301.404,
05/10/2023,1148.391,
05/11/2023,1477.819,
05/12/2023,1713.862,
05/15/2023,1459.792,
05/16/2023,1338.071,
05/17/2023,1337.742,
05/18/2023,1347.17,
05/19/2023,1161.559,
05/22/2023,1242.564,
05/23/2023,1244.009,
05/24/2023,1200.796,
05/25/2023,1295.335,
05/26/2023,914.33,
05/29/2023,1368.636,
05/30/2023,1205.019,
05/31/2023,2726.995,
06/01/2023,1408.261,27998676
06/05/2023,1813.405,
06/06/2023,1440.066,
06/07/2023,1073.442,
06/08/2023,1153.935,
06/09/2023,1155.765,
06/12/2023,1314.407,
06/13/2023,1627.461,
06/14/2023,1794.506,
06/15/2023,1608.383,
06/16/2023,2715.461,
06/19/2023,1215.437,
06/20/2023,1234.177,
06/21/2023,1335.388,
06/22/2023,695.752,
06/23/2023,1717.192,
06/26/2023,1179.694,
06/27/2023,1408.259,
06/28/2023,1232.4,
06/30/2023,1628.941,
07/01/2023,,25840635
07/03/2023,1158.864,
07/04/2023,1200.842,
07/05/2023,1113.518,
07/06/2023,1141.043,
07/07/2023,1251.816,
07/10/2023,1380.659,
07/11/2023,1801.743,
07/12/2023,2002.992,
07/13/2023,2124.299,
07/14/2023,1538.602,
07/17/2023,1135.359,
07/18/2023,1091.473,
07/19/2023,1192.084,
07/20/2023,1504.367,
07/21/2023,1165.494,
07/24/2023,983.517,
07/25/2023,1203.096,
07/26/2023,1287.882,
07/27/2023,1238.212,
07/28/2023,1660.824,
07/31/2023,1480.587,
08/01/2023,1173.357,30460613
08/02/2023,1473.899,
08/03/2023,1273.556,
08/04/2023,1230.89,
08/07/2023,1106.974,
08/08/2023,1100.082,
08/10/2023,1193.478,
08/11/2023,1063.812,
08/14/2023,1043.303,
08/15/2023,1188.75,
08/16/2023,1198.042,
08/17/2023,1039.389,
08/18/2023,1164.966,
08/21/2023,1236.161,
08/22/2023,1097.071,
08/23/2023,975.472,
08/24/2023,1562.666,
08/25/2023,1597.947,
08/28/2023,1532.158,
08/29/2023,1299.699,
08/30/2023,1376.602,
08/31/2023,2095.559,
09/01/2023,,28160777
09/04/2023,1594.847,
09/05/2023,1091.921,
09/06/2023,1410.999,
09/07/2023,983.636,
09/08/2023,773.146,
09/11/2023,1068.932,
09/12/2023,888.173,
09/13/2023,1155.179,
09/14/2023,1118.292,
09/15/2023,1756.7,
09/18/2023,989.706,
09/19/2023,1085.572,
09/20/2023,1208.651,
09/21/2023,1294.32,
09/22/2023,1209.765,
09/25/2023,1030.225,
09/26/2023,1078.788,
09/27/2023,1280.606,
09/28/2023,1266.066,
09/29/2023,1387.736,
10/01/2023,,28603854
10/02/2023,943.51,
10/03/2023,1181.679,
10/04/2023,1462.117,
10/05/2023,1052.19,
10/06/2023,1268.082,
10/09/2023,1108.853,
10/10/2023,1049.796,
10/11/2023,1273.918,
10/12/2023,1211.519,
10/13/2023,766.531,
10/16/2023,873.027,
10/17/2023,863.485,
10/18/2023,1099.959,
10/19/2023,1554.569,
10/20/2023,1369.299,
10/23/2023,1132.625,
10/24/2023,1118.926,
10/25/2023,1016.872,
10/26/2023,1212.298,
10/27/2023,1147.887,
10/30/2023,1020.673,
10/31/2023,1211.033,
11/01/2023,969.137,31768929
11/02/2023,1051.682,
11/03/2023,1443.225,
11/06/2023,1310.18,
11/07/2023,1140.397,
11/08/2023,1335.614,
11/09/2023,1146.764,
11/10/2023,917.498,
11/14/2023,1295.382,
11/15/2023,1315.573,
11/16/2023,1047.848,
11/17/2023,745.06,
11/20/2023,937.333,
11/21/2023,1149.511,
11/22/2023,1100.727,
11/23/2023,810.529,
11/24/2023,583.675,
11/27/2023,667.322,
11/28/2023,811.702,
11/29/2023,866.041,
11/30/2023,1310.831,
12/01/2023,903.487,27555750
12/04/2023,817.801,
12/05/2023,675.574,
12/06/2023,757.039,
12/07/2023,831.463,
12/08/2023,1206.833,
12/11/2023,1167.564,
12/12/2023,1002.252,
12/13/2023,908.181,
12/14/2023,1471.771,
12/15/2023,1725.015,
12/18/2023,1242.66,
12/19/2023,1021.882,
12/20/2023,948.627,
12/21/2023,963.872,
12/22/2023,1086.212,
12/26/2023,528.775,
12/27/2023,863.219,
12/28/2023,1145.325,
12/29/2023,1370.849,
01/01/2024,,31869882
01/02/2024,1195.755,
01/03/2024,1134.649,
01/04/2024,1027.53,
01/05/2024,1138.694,
01/08/2024,968.399,
01/09/2024,942.487,
01/10/2024,1019.602,
01/11/2024,912.539,
01/12/2024,1020.619,
01/15/2024,937.162,
01/16/2024,1026.35,
01/17/2024,1115.058,
01/18/2024,1021.052,
01/19/2024,1127.093,
01/22/2024,1379.072,
01/23/2024,1405.285,
01/24/2024,1610.805,
01/25/2024,1238.225,
01/26/2024,1382.403,
01/29/2024,1332.569,
01/30/2024,1599.716,
01/31/2024,1711.9,
02/01/2024,1329.336,28117637
02/02/2024,1426.295,
02/05/2024,1820.697,
02/06/2024,1235.871,
02/07/2024,1331.954,
02/08/2024,1377.13,
02/09/2024,968.013,
02/13/2024,1151.156,
02/14/2024,1393.739,
02/15/2024,1643.098,
02/16/2024,2173.984,
02/19/2024,1607.556,
02/20/2024,1917.385,
02/21/2024,2217.675,
02/22/2024,1363.115,
02/23/2024,1653.495,
02/26/2024,1758.174,
02/27/2024,1922.672,
02/28/2024,2255.421,
02/29/2024,1899.621,
03/01/2024,2118.547,32422651
03/04/2024,1544.437,
03/05/2024,1363.758,
03/06/2024,1461.974,
03/07/2024,1367.366,
03/08/2024,1510.747,
03/11/2024,1219.019,
03/12/2024,1499.361,
03/13/2024,1529.767,
03/14/2024,1548.343,
03/15/2024,2996.105,
03/18/2024,2952.609,
03/19/2024,1701.373,
03/20/2024,2049.247,
03/21/2024,1513.644,
03/22/2024,1471.406,
